Nombre;Fecha y hora;Azimut;Altitud;Mag.;Fase;Dist., UA;Azimuts;Altures;;;;;;;;;Altures
Sol;19/12/2025 12:00;"+167°43'57.9""";"+24°07'50.5""";-26.46;—;0.983941;167.7166667;24.11666667;167;43;;167.7166667;;24;7;;24.11666667
Sol;20/12/2025 12:00;"+167°36'44.6""";"+24°05'52.8""";-26.46;—;0.983867;167.6;24.08333333;167;36;;167.6;;24;5;;24.08333333
Sol;21/12/2025 12:00;"+167°29'24.9""";"+24°04'22.1""";-26.46;—;0.983796;167.4833333;24.06666667;167;29;;167.4833333;;24;4;;24.06666667
Sol;22/12/2025 12:00;"+167°21'59.6""";"+24°03'18.3""";-26.46;—;0.983728;167.35;24.05;167;21;;167.35;;24;3;;24.05
Sol;23/12/2025 12:00;"+167°14'28.7""";"+24°02'41.6""";-26.46;—;0.983665;167.2333333;24.03333333;167;14;;167.2333333;;24;2;;24.03333333
Sol;24/12/2025 12:00;"+167°06'53.1""";"+24°02'32.0""";-26.46;—;0.983605;167.1;24.03333333;167;6;;167.1;;24;2;;24.03333333
Sol;25/12/2025 12:00;"+166°59'12.7""";"+24°02'49.6""";-26.46;—;0.98355;166.9833333;24.03333333;166;59;;166.9833333;;24;2;;24.03333333
Sol;26/12/2025 12:00;"+166°51'28.3""";"+24°03'34.4""";-26.46;—;0.983499;166.85;24.05;166;51;;166.85;;24;3;;24.05
Sol;27/12/2025 12:00;"+166°43'39.9""";"+24°04'46.3""";-26.46;—;0.983453;166.7166667;24.06666667;166;43;;166.7166667;;24;4;;24.06666667
Sol;28/12/2025 12:00;"+166°35'48.4""";"+24°06'25.5""";-26.46;—;0.983411;166.5833333;24.1;166;35;;166.5833333;;24;6;;24.1
Sol;29/12/2025 12:00;"+166°27'53.5""";"+24°08'31.8""";-26.46;—;0.983375;166.45;24.13333333;166;27;;166.45;;24;8;;24.13333333
Sol;30/12/2025 12:00;"+166°19'56.2""";"+24°11'05.3""";-26.46;—;0.983344;166.3166667;24.18333333;166;19;;166.3166667;;24;11;;24.18333333
Sol;31/12/2025 12:00;"+166°11'56.2""";"+24°14'05.9""";-26.46;—;0.98332;166.1833333;24.23333333;166;11;;166.1833333;;24;14;;24.23333333
Sol;01/01/2026 12:00;"+166°03'54.2""";"+24°17'33.5""";-26.46;—;0.983301;166.05;24.28333333;166;3;;166.05;;24;17;;24.28333333
